,make_model,body_type,price,km,Fuel,Previous_Owners,hp_kW,Upholstery_type,Nr_of_Doors,Gearing_Type,Drive_chain,registration
8389,Opel Corsa,Compact,12850,3200.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2018-08-01
8390,Opel Corsa,Compact,12850,18500.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2018-09-01
8391,Opel Corsa,Compact,12850,20587.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-06-01
8392,Opel Corsa,Compact,12790,24990.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-06-01
8393,Opel Corsa,Compact,12790,36274.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-05-01
8394,Opel Corsa,Compact,12788,10.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-05-01
8395,Opel Corsa,Compact,12788,10.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-05-01
8396,Opel Corsa,Sedans,12780,16550.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-06-01
8397,Opel Corsa,Compact,12750,19866.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2017-03-01
8398,Opel Corsa,Sedans,12777,26300.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-09-01
8399,Opel Corsa,Compact,12750,1800.0,Benzine,1.0,66.0,Part/Full Leather,2.0,Automatic,front,2018-01-01
8400,Opel Corsa,Compact,12750,47551.0,Benzine,1.0,66.0,Part/Full Leather,5.0,Automatic,front,2016-12-01
8401,Opel Corsa,Compact,12750,19500.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-04-01
8402,Opel Corsa,Compact,12750,6730.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2019-01-01
8403,Opel Corsa,Compact,12700,15091.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-05-01
8404,Opel Corsa,Compact,12695,12975.0,Benzine,2.0,66.0,Cloth,4.0,Automatic,front,2017-06-01
8405,Opel Corsa,Compact,12695,15063.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-04-01
8406,Opel Corsa,Sedans,12690,6600.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2018-03-01
8407,Opel Corsa,Sedans,12450,32355.0,Benzine,1.0,66.0,Part/Full Leather,5.0,Automatic,front,2018-01-01
8408,Opel Corsa,Compact,12435,21050.0,Benzine,1.0,44.0,Cloth,5.0,Automatic,front,2018-04-01
8409,Opel Corsa,Sedans,12400,7600.0,Benzine,2.0,66.0,Cloth,3.0,Automatic,front,2017-11-01
8410,Opel Corsa,Compact,12400,18875.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2017-10-01
8411,Opel Corsa,Compact,12400,28554.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-01-01
8412,Opel Corsa,Sedans,12400,17775.0,LPG/CNG,1.0,66.0,Cloth,3.0,Automatic,front,2017-08-01
8413,Opel Corsa,Compact,12395,12075.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-02-01
8414,Opel Corsa,Sedans,12650,62150.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2017-05-01
8415,Opel Corsa,Compact,12400,22693.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-03-01
8416,Opel Corsa,Compact,12388,38522.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-11-01
8417,Opel Corsa,Compact,12395,11526.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-02-01
8418,Opel Corsa,Compact,12385,1600.0,Benzine,1.0,66.0,Cloth,2.0,Automatic,front,2018-05-01
8419,Opel Corsa,Sedans,12380,2400.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2018-04-01
8420,Opel Corsa,Compact,12380,41300.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-07-01
8421,Opel Corsa,Sedans,12375,3900.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2018-05-01
8422,Opel Corsa,Sedans,12625,22213.0,Benzine,1.0,66.0,Part/Full Leather,5.0,Automatic,front,2018-04-01
8423,Opel Corsa,Compact,12620,25294.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-01-01
8424,Opel Corsa,Sedans,12600,20300.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2016-08-01
8425,Opel Corsa,Compact,12625,18600.0,Benzine,1.0,66.0,Part/Full Leather,5.0,Automatic,front,2018-01-01
8426,Opel Corsa,Compact,12376,1.0,Benzine,1.0,66.0,Part/Full Leather,5.0,Automatic,front,2018-01-01
8427,Opel Corsa,Compact,12590,20936.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-03-01
8428,Opel Corsa,Compact,12590,26469.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-01-01
8429,Opel Corsa,Compact,12570,16400.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-01-01
8430,Opel Corsa,Compact,12555,17186.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-05-01
8431,Opel Corsa,Compact,12550,10486.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-09-01
8432,Opel Corsa,Compact,12533,1647.3626086956522,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-09-01
8433,Opel Corsa,Compact,12533,1647.3626086956522,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-09-01
8434,Opel Corsa,Sedans,12500,14471.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-06-01
8435,Opel Corsa,Sedans,12500,52000.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-07-01
8436,Opel Corsa,Compact,12500,38000.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-05-01
8437,Opel Corsa,Sedans,12360,4900.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2018-05-01
8438,Opel Corsa,Compact,12500,18273.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2017-09-01
8439,Opel Corsa,Compact,12495,7876.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-02-01
8440,Opel Corsa,Compact,12495,8927.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-02-01
8441,Opel Corsa,Sedans,12500,5000.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-06-01
8442,Opel Corsa,Sedans,12499,19000.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-04-01
8443,Opel Corsa,Compact,11850,39300.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2016-05-01
8444,Opel Corsa,Compact,11870,54251.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-03-01
8445,Opel Corsa,Sedans,11800,10923.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2018-06-01
8446,Opel Corsa,Compact,11777,5600.0,Benzine,1.0,66.0,Cloth,2.0,Automatic,front,2017-07-01
8447,Opel Corsa,Compact,11750,19980.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-04-01
8448,Opel Corsa,Compact,11748,19152.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-04-01
8449,Opel Corsa,Compact,11750,11899.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-03-01
8450,Opel Corsa,Compact,12490,7991.0,Benzine,2.0,66.0,Cloth,3.0,Automatic,front,2017-08-01
8451,Opel Corsa,Sedans,11690,13200.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-08-01
8452,Opel Corsa,Compact,11650,60756.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2017-03-01
8453,Opel Corsa,Compact,11750,19500.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-04-01
8454,Opel Corsa,Sedans,11700,33450.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-06-01
8455,Opel Corsa,Sedans,11600,19644.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-04-01
8456,Opel Corsa,Sedans,11500,4900.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-09-01
8457,Opel Corsa,Sedans,11635,22174.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-05-01
8458,Opel Corsa,Sedans,11500,19066.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-04-01
8459,Opel Corsa,Compact,11500,19998.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-03-01
8460,Opel Corsa,Sedans,11495,25900.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2018-04-01
8461,Opel Corsa,Sedans,11500,19635.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-04-01
8462,Opel Corsa,Sedans,11490,23138.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-10-01
8463,Opel Corsa,Sedans,11290,22745.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-06-01
8464,Opel Corsa,Compact,11275,54822.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-04-01
8465,Opel Corsa,Compact,11250,22129.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-01-01
8466,Opel Corsa,Sedans,11250,16158.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-04-01
8467,Opel Corsa,Sedans,11250,31700.0,Benzine,2.0,66.0,Cloth,5.0,Automatic,front,2017-01-01
8468,Opel Corsa,Sedans,11250,19101.0,Benzine,1.0,66.0,Part/Full Leather,5.0,Automatic,front,2016-01-01
8469,Opel Corsa,Compact,11220,5500.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2017-09-01
8470,Opel Corsa,Compact,11200,21997.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-01-01
8471,Opel Corsa,Compact,11200,21909.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-01-01
8472,Opel Corsa,Compact,11200,24013.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-01-01
8473,Opel Corsa,Compact,11200,20626.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-02-01
8474,Opel Corsa,Compact,11190,63350.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-05-01
8475,Opel Corsa,Compact,10999,49499.0,Diesel,1.0,71.0,Cloth,5.0,Automatic,front,2016-03-01
8476,Opel Corsa,Coupe,10990,17943.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-04-01
8477,Opel Corsa,Compact,10995,24400.0,Benzine,2.0,66.0,Cloth,2.0,Automatic,front,2016-06-01
8478,Opel Corsa,Compact,10990,39000.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2016-02-01
8479,Opel Corsa,Compact,10990,12460.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2018-04-01
8480,Opel Corsa,Compact,10990,20325.0,Benzine,2.0,66.0,Cloth,4.0,Automatic,front,2017-02-01
8481,Opel Corsa,Compact,12290,2600.0,Benzine,2.0,66.0,Cloth,2.0,Automatic,front,2018-10-01
8482,Opel Corsa,Compact,12350,18636.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2017-09-01
8483,Opel Corsa,Compact,12270,5600.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-03-01
8484,Opel Corsa,Compact,12250,23924.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-03-01
8485,Opel Corsa,Sedans,12200,18000.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-02-01
8486,Opel Corsa,Sedans,11990,17790.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-10-01
8487,Opel Corsa,Sedans,11990,11211.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-04-01
8488,Opel Corsa,Sedans,12000,41000.0,Benzine,2.0,66.0,Cloth,5.0,Automatic,front,2016-09-01
8489,Opel Corsa,Compact,12199,41960.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-05-01
8490,Opel Corsa,Sedans,11999,2000.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2019-02-01
8491,Opel Corsa,Compact,11990,9945.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2018-06-01
8492,Opel Corsa,Compact,11990,17645.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-03-01
8493,Opel Corsa,Compact,11990,13341.0,Benzine,2.0,66.0,Cloth,5.0,Automatic,front,2017-03-01
8494,Opel Corsa,Sedans,11990,22635.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2016-04-01
8495,Opel Corsa,Compact,11990,17645.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-03-01
8496,Opel Corsa,Sedans,11990,12980.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-03-01
8497,Opel Corsa,Sedans,11990,16680.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-06-01
8498,Opel Corsa,Sedans,11990,40596.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2018-03-01
8499,Opel Corsa,Compact,11490,28913.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-08-01
8500,Opel Corsa,Compact,11985,10409.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-11-01
8501,Opel Corsa,Compact,11480,69300.0,Diesel,1.0,70.0,Cloth,3.0,Automatic,front,2016-05-01
8502,Opel Corsa,Compact,11450,32177.0,Benzine,2.0,66.0,Cloth,5.0,Automatic,front,2017-04-01
8503,Opel Corsa,Sedans,11450,24330.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-04-01
8504,Opel Corsa,Compact,11490,63600.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2016-05-01
8505,Opel Corsa,Compact,11450,22500.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2017-04-01
8506,Opel Corsa,Compact,11490,15515.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-09-01
8507,Opel Corsa,Compact,11399,16642.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2017-03-01
8508,Opel Corsa,Sedans,11390,19300.0,Benzine,0.0,66.0,Cloth,5.0,Automatic,front,2017-06-01
8509,Opel Corsa,Sedans,11375,23524.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-05-01
8510,Opel Corsa,Sedans,11370,12710.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2016-10-01
8511,Opel Corsa,Compact,11350,25803.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-05-01
8512,Opel Corsa,Sedans,11300,11687.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-03-01
8513,Opel Corsa,Sedans,11300,11500.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-09-01
8514,Opel Corsa,Sedans,11447,12710.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-04-01
8515,Opel Corsa,Sedans,11290,19507.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-02-01
8516,Opel Corsa,Sedans,11300,11500.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-09-01
8517,Opel Corsa,Sedans,11290,20000.0,Benzine,2.0,66.0,Cloth,5.0,Automatic,front,2016-08-01
8518,Opel Corsa,Compact,10950,51017.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-05-01
8519,Opel Corsa,Compact,10990,25050.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-06-01
8520,Opel Corsa,Sedans,11300,11500.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-09-01
8521,Opel Corsa,Sedans,10990,21900.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-04-01
8522,Opel Corsa,Compact,10980,43260.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2017-01-01
8523,Opel Corsa,Sedans,11970,25000.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-01-01
8524,Opel Corsa,Compact,11290,69266.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-05-01
8525,Opel Corsa,Compact,11985,22000.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2017-08-01
8526,Opel Corsa,Compact,11980,800.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-05-01
8527,Opel Corsa,Compact,11950,9200.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-06-01
8528,Opel Corsa,Sedans,11980,24100.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2018-01-01
8529,Opel Corsa,Sedans,11980,17653.0,Benzine,2.0,66.0,Cloth,5.0,Automatic,front,2016-08-01
8530,Opel Corsa,Compact,11950,20115.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2017-09-01
8531,Opel Corsa,Compact,11950,8000.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-06-01
8532,Opel Corsa,Sedans,11950,29800.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-04-01
8533,Opel Corsa,Sedans,11900,8300.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-12-01
8534,Opel Corsa,Sedans,11900,31000.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-03-01
8535,Opel Corsa,Sedans,11900,17900.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-03-01
8536,Opel Corsa,Compact,11900,16168.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2016-02-01
8537,Opel Corsa,Sedans,11900,17900.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-03-01
8538,Opel Corsa,Compact,11890,42900.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2017-11-01
8539,Opel Corsa,Sedans,11890,20495.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-04-01
8540,Opel Corsa,Compact,11890,12819.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-11-01
8541,Opel Corsa,Compact,11890,3610.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2018-02-01
8542,Opel Corsa,Compact,10950,34800.0,Benzine,2.0,66.0,Cloth,3.0,Automatic,front,2016-03-01
8543,Opel Corsa,Sedans,11889,22729.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-05-01
8544,Opel Corsa,Compact,10949,2461.0,Benzine,2.0,66.0,Cloth,3.0,Automatic,front,2016-04-01
8545,Opel Corsa,Sedans,10900,38000.0,Benzine,2.0,66.0,Cloth,5.0,Automatic,front,2016-12-01
8546,Opel Corsa,Sedans,10885,30000.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-06-01
8547,Opel Corsa,Compact,10790,27600.0,Benzine,2.0,66.0,Cloth,4.0,Automatic,front,2016-06-01
8548,Opel Corsa,Sedans,10840,19800.0,Benzine,2.0,66.0,Cloth,5.0,Automatic,front,2017-03-01
8549,Opel Corsa,Compact,10790,57358.0,Benzine,2.0,66.0,Cloth,5.0,Automatic,front,2016-03-01
8550,Opel Corsa,Compact,10700,40990.0,Benzine,2.0,66.0,Cloth,4.0,Automatic,front,2016-05-01
8551,Opel Corsa,Compact,10750,35000.0,Benzine,2.0,66.0,Cloth,5.0,Automatic,front,2017-08-01
8552,Opel Corsa,Compact,10690,2681.0,Benzine,1.0,66.0,Cloth,2.0,Automatic,front,2017-12-01
8553,Opel Corsa,Compact,10650,35750.0,Benzine,2.0,66.0,Cloth,5.0,Automatic,front,2016-05-01
8554,Opel Corsa,Sedans,10770,27938.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-04-01
8555,Opel Corsa,Compact,10450,21550.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2016-05-01
8556,Opel Corsa,Compact,11870,54251.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-03-01
8557,Opel Corsa,Compact,10480,12526.0,Benzine,2.0,66.0,Cloth,2.0,Automatic,front,2018-01-01
8558,Opel Corsa,Sedans,10400,23500.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-01-01
8559,Opel Corsa,Sedans,10253,24849.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-08-01
8560,Opel Corsa,Compact,10290,24000.0,Benzine,2.0,66.0,Cloth,5.0,Automatic,front,2016-02-01
8561,Opel Corsa,Sedans,10250,19463.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-06-01
8562,Opel Corsa,Sedans,10390,17086.0,Benzine,2.0,66.0,Cloth,5.0,Automatic,front,2016-06-01
8563,Opel Corsa,Sedans,9999,69220.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-03-01
8564,Opel Corsa,Sedans,10000,42000.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-01-01
8565,Opel Corsa,Sedans,9999,36400.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-07-01
8566,Opel Corsa,Sedans,10000,30000.0,Diesel,1.0,70.0,Cloth,5.0,Automatic,front,2016-07-01
8567,Opel Corsa,Compact,9990,26650.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2016-05-01
8568,Opel Corsa,Sedans,10490,8000.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-06-01
8569,Opel Corsa,Compact,9988,57963.0,Diesel,1.0,70.0,Cloth,3.0,Automatic,front,2017-06-01
8570,Opel Corsa,Sedans,9950,14850.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2017-04-01
8571,Opel Corsa,Compact,9990,38938.0,Benzine,2.0,66.0,Cloth,3.0,Automatic,front,2016-04-01
8572,Opel Corsa,Compact,9990,27000.0,Benzine,2.0,66.0,Cloth,3.0,Automatic,front,2016-04-01
8573,Opel Corsa,Compact,9900,33500.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-04-01
8574,Opel Corsa,Compact,9900,23167.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-04-01
8575,Opel Corsa,Compact,9690,24731.0,Benzine,1.0,66.0,Cloth,2.0,Automatic,front,2016-05-01
8576,Opel Corsa,Sedans,9500,87810.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-02-01
8577,Opel Corsa,Sedans,9500,21000.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2018-06-01
8578,Opel Corsa,Sedans,9490,58000.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2016-11-01
8579,Opel Corsa,Compact,9621,10763.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-06-01
8580,Opel Corsa,Compact,9450,35800.0,Diesel,1.0,70.0,Cloth,3.0,Automatic,front,2016-04-01
8581,Opel Corsa,Compact,9470,21100.0,Benzine,1.0,66.0,Cloth,2.0,Automatic,front,2016-04-01
8582,Opel Corsa,Sedans,9200,86390.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-02-01
8583,Opel Corsa,Sedans,9200,23300.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2017-06-01
8584,Opel Corsa,Compact,8900,43731.0,Benzine,1.0,51.0,Cloth,5.0,Automatic,front,2017-05-01
8585,Opel Corsa,Compact,8900,103575.0,Diesel,1.0,71.0,Cloth,5.0,Automatic,front,2016-11-01
8586,Opel Corsa,Sedans,9000,59000.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-06-01
8587,Opel Corsa,Sedans,7790,103000.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-02-01
8588,Opel Corsa,Sedans,8500,88530.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-01-01
8589,Opel Corsa,Sedans,8200,87050.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-01-01
8590,Opel Corsa,Compact,8450,98148.0,Diesel,1.0,70.0,Cloth,5.0,Automatic,front,2016-08-01
8591,Opel Corsa,Sedans,7900,11000.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2017-07-01
8592,Opel Corsa,Sedans,6900,146210.0,Benzine,1.0,66.0,Cloth,5.0,Automatic,front,2016-01-01
8593,Opel Corsa,Coupe,6900,45636.0,Benzine,1.0,66.0,Cloth,3.0,Automatic,front,2016-08-01
8594,Opel Corsa,Sedans,13,123.0,Benzine,1.0,66.0,Cloth,3.0,Manual,front,2018-06-01
8595,Opel Corsa,Sedans,13880,99.0,Benzine,1.0,66.0,Cloth,4.0,Automatic,front,2017-07-01
8596,Opel Corsa,Sedans,6200,51000.0,Diesel,1.0,55.0,Cloth,3.0,Manual,front,2017-01-01
8597,Opel Corsa,Sedans,5990,123300.0,Diesel,1.0,70.0,Cloth,5.0,Manual,front,2016-10-01
8598,Opel Corsa,Sedans,6200,54000.0,Diesel,1.0,55.0,Cloth,5.0,Manual,front,2017-05-01
8599,Opel Corsa,Sedans,6100,66000.0,Benzine,1.0,51.0,Cloth,5.0,Manual,front,2016-06-01
8600,Opel Corsa,Sedans,5970,59000.0,Benzine,1.0,51.0,Cloth,3.0,Manual,front,2016-03-01
8601,Opel Corsa,Sedans,5970,56000.0,Benzine,1.0,51.0,Cloth,3.0,Manual,front,2016-04-01
8602,Opel Corsa,Sedans,5970,38000.0,Benzine,1.0,51.0,Cloth,3.0,Manual,front,2016-03-01
8603,Opel Corsa,Sedans,6900,57754.0,Benzine,1.0,51.0,Cloth,5.0,Manual,front,2016-04-01
8604,Opel Corsa,Sedans,6900,116184.0,Diesel,2.0,55.0,Cloth,2.0,Manual,front,2017-03-01
8605,Opel Corsa,Sedans,6900,69053.0,Benzine,1.0,51.0,Cloth,5.0,Manual,front,2017-05-01
8606,Opel Corsa,Sedans,6900,96000.0,Benzine,1.0,51.0,Cloth,5.0,Manual,front,2016-02-01
8607,Opel Corsa,Compact,6990,54424.0,Benzine,1.0,51.0,Cloth,3.0,Manual,front,2016-07-01
8608,Opel Corsa,Sedans,6990,55000.0,Benzine,1.0,51.0,Cloth,3.0,Manual,front,2016-03-01
8609,Opel Corsa,Sedans,7179,87429.0,Benzine,1.0,52.0,Cloth,5.0,Manual,front,2016-06-01
8610,Opel Corsa,Sedans,7180,69943.0,Benzine,1.0,52.0,Cloth,5.0,Manual,front,2017-04-01
8611,Opel Corsa,Sedans,7300,75000.0,Benzine,1.0,51.0,Cloth,5.0,Manual,front,2016-02-01
8612,Opel Corsa,Sedans,7500,48000.0,Benzine,1.0,51.0,Cloth,5.0,Manual,front,2016-01-01
8613,Opel Corsa,Sedans,7300,74000.0,Benzine,1.0,51.0,Cloth,5.0,Manual,front,2016-02-01
8614,Opel Corsa,Compact,7480,59108.0,Benzine,2.0,51.0,Cloth,3.0,Manual,front,2016-08-01
8615,Opel Corsa,Compact,7480,56670.0,Benzine,2.0,51.0,Cloth,3.0,Manual,front,2016-03-01
8616,Opel Corsa,Compact,7450,6244.0,Benzine,2.0,51.0,Cloth,2.0,Manual,front,2016-04-01
8617,Opel Corsa,Compact,7480,55800.0,Benzine,2.0,51.0,Cloth,3.0,Manual,front,2016-03-01
8618,Opel Corsa,Sedans,7500,35000.0,Diesel,2.0,55.0,Cloth,5.0,Manual,front,2016-12-01
8619,Opel Corsa,Sedans,7600,37000.0,Benzine,1.0,66.0,Cloth,3.0,Manual,front,2016-07-01
8620,Opel Corsa,Compact,7599,57966.0,Benzine,1.0,66.0,Cloth,4.0,Manual,front,2017-09-01
8621,Opel Corsa,Sedans,7600,65000.0,Benzine,1.0,51.0,Cloth,5.0,Manual,front,2017-10-01
8622,Opel Corsa,Compact,7600,61000.0,Benzine,1.0,66.0,Cloth,4.0,Manual,front,2016-07-01
